,Unnamed: 0,userId,movieId,timestamp,tag,rating,title,genres,year
204,204,318,64034,1443879884,childish naivity|friendship,4.0,"Boy in the Striped Pajamas, The",Drama|War,2008
205,205,318,68954,1424546827,adventure|Bechdel Test:Fail|cartoon|children|computer animation|divorce|dogs|dreams|Pixar,4.0,Up,Adventure|Animation|Children|Drama,2009
206,206,567,68954,1525286751,bittersweet|emotional|heartbreaking|touching,3.0,Up,Adventure|Animation|Children|Drama,2009
207,207,318,71494,1426783730,Narrative pisstake,3.5,"Haunted World of El Superbeasto, The",Action|Animation|Comedy|Horror|Thriller,2009
208,208,318,81158,1299452905,american idolatry,3.0,Restrepo,Documentary|War,2010
209,209,318,82459,1300485319,atmospheric|Coen Brothers|Jeff Bridges|Matt Damon|predictable,5.0,True Grit,Western,2010
210,210,318,90769,1414782929,celebrity fetishism|mediacentralism|system holism,4.0,Starsuckers,Documentary,2009
211,211,318,96084,1421145142,city politics|italy|political right versus left,4.5,Hands Over the City,Drama,1963
212,212,318,111364,1415452491,Creature Feature,3.0,Godzilla,Action|Adventure|Sci-Fi|IMAX,2014
213,213,318,118784,1418982971,documentary|music industry|remix culture,3.5,Good Copy Bad Copy,Documentary,2007
214,214,318,127172,1422789148,film history|poetic|representation of children,3.5,A Story of Children and Film,Documentary,2013
215,215,319,364,1461351771,Disney|Disney animated feature|Oscar (Best Music - Original Score),5.0,"Lion King, The",Adventure|Animation|Children|Drama|Musical|IMAX,1994
216,216,424,364,1457845483,soundtrack,4.5,"Lion King, The",Adventure|Animation|Children|Drama|Musical|IMAX,1994
217,217,474,364,1081177308,Disney,4.5,"Lion King, The",Adventure|Animation|Children|Drama|Musical|IMAX,1994
218,218,327,1288,1234790048,music,4.0,This Is Spinal Tap,Comedy,1984
219,219,474,1288,994819405,heavy metal|mockumentary|music,4.0,This Is Spinal Tap,Comedy,1984
220,220,327,1923,1234789706,Ben Stiller,5.0,There's Something About Mary,Comedy|Romance,1998
221,221,424,1923,1457846495,Ben Stiller|crude humor|goofy,3.5,There's Something About Mary,Comedy|Romance,1998
222,222,327,2616,1234787242,comic book,3.5,Dick Tracy,Action|Crime,1990
223,223,327,3481,1234788073,music,5.0,High Fidelity,Comedy|Drama|Romance,2000
224,224,474,3481,974666694,Nick Hornby,5.0,High Fidelity,Comedy|Drama|Romance,2000
225,225,327,3897,1234788408,music,4.0,Almost Famous,Drama,2000
226,226,474,3897,1081177270,journalism|music|Rolling Stone,4.5,Almost Famous,Drama,2000
227,227,327,51255,1234787329,british comedy,3.5,Hot Fuzz,Action|Comedy|Crime|Mystery,2007
228,228,336,1,1122227329,pixar,4.0,Toy Story,Adventure|Animation|Children|Comedy|Fantasy,1995
229,229,474,1,978575760,pixar,4.0,Toy Story,Adventure|Animation|Children|Comedy|Fantasy,1995
230,230,567,1,1525286001,fun,3.5,Toy Story,Adventure|Animation|Children|Comedy|Fantasy,1995
231,231,336,552,1120568085,knights,3.0,"Three Musketeers, The",Action|Adventure|Comedy|Romance,1993
232,232,336,1246,1139046758,highschool,4.5,Dead Poets Society,Drama,1989
233,233,474,1246,1100119774,High School,4.5,Dead Poets Society,Drama,1989
234,234,336,32587,1139046729,cult,4.0,Sin City,Action|Crime|Film-Noir|Mystery|Thriller,2005
235,235,336,33660,1139046157,boksdrama,4.5,Cinderella Man,Drama|Romance,2005
236,236,474,33660,1140208911,boxing,4.0,Cinderella Man,Drama|Romance,2005
237,237,336,34162,1139046805,stiller,4.0,Wedding Crashers,Comedy|Romance,2005
238,238,336,36529,1139046225,wapendrama,4.0,Lord of War,Action|Crime|Drama|Thriller|War,2005
239,239,336,38798,1139047258,sisters,3.5,In Her Shoes,Comedy|Drama,2005
240,240,356,2146,1229142976,post-college,4.5,St. Elmo's Fire,Drama|Romance,1985
241,241,356,37384,1229142463,restaurant,5.0,Waiting...,Comedy,2005
242,242,356,40955,1229140656,transvestite,4.0,Breakfast on Pluto,Comedy|Drama,2005
243,243,356,44889,1229140843,satire,5.0,Reefer Madness: The Movie Musical,Comedy|Drama|Musical,2005
244,244,356,61323,1228073421,dark comedy,5.0,Burn After Reading,Comedy|Crime|Drama,2008
245,245,477,61323,1269832479,Brad Pitt|Coen Bros|Coen Brothers|dark comedy|espionage|George Clooney|John Malkovich|satire|twists & turns|weird,4.5,Burn After Reading,Comedy|Crime|Drama,2008
246,246,357,39,1348612128,chick flick|funny|Paul Rudd|quotable|seen more than once,4.5,Clueless,Comedy|Romance,1995
247,247,474,39,1129579520,Emma|Jane Austen,3.5,Clueless,Comedy|Romance,1995
248,248,357,1059,1348627227,Amazing Cinematography|Leonardo DiCaprio|shakespeare|updated classics,4.5,William Shakespeare's Romeo + Juliet,Drama|Romance,1996
249,249,474,1059,1100119801,Shakespeare,4.5,William Shakespeare's Romeo + Juliet,Drama|Romance,1996
250,250,357,2762,1348610119,Atmospheric|Bruce Willis|ghosts|imdb top 250|mindfuck|stylized|twist ending,5.0,"Sixth Sense, The",Drama|Horror|Mystery,1999
251,251,474,2762,979179872,ghosts|I see dead people,5.0,"Sixth Sense, The",Drama|Horror|Mystery,1999
252,252,357,4370,1348628615,android(s)/cyborg(s)|artificial intelligence|Bittersweet|Steven Spielberg,4.0,A.I. Artificial Intelligence,Adventure|Drama|Sci-Fi,2001
253,253,474,4370,1053020857,robots,4.5,A.I. Artificial Intelligence,Adventure|Drama|Sci-Fi,2001
254,254,357,5464,1348610439,cinematography|Tom Hanks,4.0,Road to Perdition,Crime|Drama,2002
255,255,357,7078,1348628496,Bette Davis|Oscar (Best Actress),5.0,Jezebel,Drama,1938
256,256,357,7444,1348627951,Mark Ruffalo,4.5,13 Going on 30,Comedy|Fantasy|Romance,2004
257,257,357,7451,1348627895,clever|High School|lesbian subtext,4.5,Mean Girls,Comedy,2004
258,258,474,7451,1100291715,High School,4.5,Mean Girls,Comedy,2004
259,259,357,54997,1348611193,Christian Bale,4.0,3:10 to Yuma,Action|Crime|Drama|Western,2007
260,260,357,55290,1348627110,Casey Affleck|great performances|twist,5.0,Gone Baby Gone,Crime|Drama|Mystery,2007
261,261,357,91500,1348626935,ending,4.5,The Hunger Games,Action|Adventure|Drama|Sci-Fi|Thriller,2012
262,262,357,91529,1348626808,Anne Hathaway|Christian Bale|Christopher Nolan|comic book|great ending|Morgan Freeman|political commentary|superhero,4.5,"Dark Knight Rises, The",Action|Adventure|Crime|IMAX,2012
263,263,419,98961,1362867270,Afghanistan|American propaganda|assassination|military|terrorism,5.0,Zero Dark Thirty,Action|Drama|Thriller,2012
264,264,424,32,1457901858,time travel,3.5,Twelve Monkeys,Mystery|Sci-Fi|Thriller,1995
265,265,474,32,1081177409,time travel,4.0,Twelve Monkeys,Mystery|Sci-Fi|Thriller,1995
266,266,477,32,1200939654,Brad Pitt|Bruce Willis|mindfuck|Post apocalyptic|post-apocalyptic|remake|time travel|twist ending,4.5,Twelve Monkeys,Mystery|Sci-Fi|Thriller,1995
267,267,424,47,1457842442,mystery|twist ending,5.0,Seven,Mystery|Thriller,1995
268,268,474,47,979180247,serial killer,4.0,Seven,Mystery|Thriller,1995
269,269,424,50,1457842255,mindfuck|suspense|thriller|tricky|twist ending,5.0,"Usual Suspects, The",Crime|Mystery|Thriller,1995
270,270,474,50,979179872,heist,4.0,"Usual Suspects, The",Crime|Mystery|Thriller,1995
271,271,424,147,1457901610,addiction|heroin|Leonardo DiCaprio|Mark Wahlberg,3.5,"Basketball Diaries, The",Drama,1995
272,272,424,175,1457901657,controversial|New York City|Nudity (Full Frontal),4.5,Kids,Drama,1995
273,273,424,223,1457844055,cynical|hilarious|independent film|quirky|witty,3.5,Clerks,Comedy,1994
274,274,474,223,1089386951,generation X,3.5,Clerks,Comedy,1994
275,275,424,288,1457846167,brutality|controversial|dark comedy|psychedelic|satire|stylized,4.0,Natural Born Killers,Action|Crime|Thriller,1994
276,276,424,589,1457844832,apocalypse|Arnold Schwarzenegger|nuclear war|sci-fi|Suspense|time travel,2.0,Terminator 2: Judgment Day,Action|Sci-Fi,1991
277,277,474,589,1111499815,robots,4.0,Terminator 2: Judgment Day,Action|Sci-Fi,1991
278,278,477,589,1200939634,Scifi masterpiece,5.0,Terminator 2: Judgment Day,Action|Sci-Fi,1991
279,279,424,608,1457900853,based on a true story|dark comedy|KIDNAPPING|Steve Buscemi,3.5,Fargo,Comedy|Crime|Drama|Thriller,1996
280,280,474,608,1137008687,Coen Brothers,4.0,Fargo,Comedy|Crime|Drama|Thriller,1996
281,281,424,628,1457843765,edward norton|psychology|suspense|thought-provoking|twist ending,5.0,Primal Fear,Crime|Drama|Mystery|Thriller,1996
282,282,474,628,979180633,priest,3.0,Primal Fear,Crime|Drama|Mystery|Thriller,1996
283,283,424,1089,1457844568,ensemble cast|nonlinear|Quentin Tarantino|stylized,3.5,Reservoir Dogs,Crime|Mystery|Thriller,1992
284,284,474,1089,1109690419,heist|violence,4.0,Reservoir Dogs,Crime|Mystery|Thriller,1992
285,285,477,1089,1200939949,humorous|neo-noir|Quentin Tarantino|religion|Tarantino,4.0,Reservoir Dogs,Crime|Mystery|Thriller,1992
286,286,424,1120,1457845548,freedom of expression,3.5,"People vs. Larry Flynt, The",Comedy|Drama,1996
287,287,424,1193,1457843675,emotional|jack nicholson,4.0,One Flew Over the Cuckoo's Nest,Drama,1975
288,288,474,1193,1053021005,mental illness,3.5,One Flew Over the Cuckoo's Nest,Drama,1975
289,289,424,1219,1457902433,Alfred Hitchcock|psychology|suspenseful|tense,4.0,Psycho,Crime|Horror,1960
290,290,474,1219,1089386307,Norman Bates,4.5,Psycho,Crime|Horror,1960
291,291,477,1219,1200940546,Alfred Hitchcock|black and white|imdb top 250|remade,4.0,Psycho,Crime|Horror,1960
292,292,424,1258,1457843515,atmospheric|disturbing|Horror|jack nicholson|masterpiece|psychological|Stanley Kubrick|suspense,4.5,"Shining, The",Horror,1980
293,293,474,1258,1093878418,Stephen King,4.0,"Shining, The",Horror,1980
294,294,424,1343,1457846226,horror|Juliette Lewis|Martin Scorsese|Robert De Niro,4.5,Cape Fear,Thriller,1991
295,295,474,1343,1100119770,remake,4.5,Cape Fear,Thriller,1991
296,296,424,1625,1457845231,mindfuck|Mystery|plot twist|psychological|suspense|twist ending,4.5,"Game, The",Drama|Mystery|Thriller,1997
297,297,474,1625,979180293,twist ending,4.0,"Game, The",Drama|Mystery|Thriller,1997
298,298,424,1704,1457844960,inspirational,4.0,Good Will Hunting,Drama|Romance,1997
299,299,567,1704,1525287317,heartwarming|inspirational,3.0,Good Will Hunting,Drama|Romance,1997
300,300,424,1921,1457901918,hallucinatory|mental illness|mindfuck|paranoid,3.5,Pi,Drama|Sci-Fi|Thriller,1998
301,301,474,1921,1089638204,mathematics,4.0,Pi,Drama|Sci-Fi|Thriller,1998
302,302,567,1921,1525287268,artsy|atmospheric|cerebral|enigmatic|existentialism|hallucinatory|insanity|paranoia|paranoid|surreal|tense|visually appealing,3.0,Pi,Drama|Sci-Fi|Thriller,1998
303,303,424,2160,1457843272,Atmospheric|creepy|paranoia|scary|suspense,4.5,Rosemary's Baby,Drama|Horror|Thriller,1968
304,304,474,2160,1046809310,demons,4.0,Rosemary's Baby,Drama|Horror|Thriller,1968
305,305,424,2296,1457846694,SNL,3.0,"Night at the Roxbury, A",Comedy,1998
306,306,424,2329,1457843719,thought-provoking,4.0,American History X,Crime|Drama,1998
307,307,474,2329,979180103,racism,4.0,American History X,Crime|Drama,1998
308,308,537,2329,1424141439,edward norton|emotional|politics,4.5,American History X,Crime|Drama,1998
309,309,424,2505,1457902188,Nicolas Cage,3.5,8MM,Drama|Mystery|Thriller,1999
310,310,424,2571,1457842880,martial arts|sci-fi,2.0,"Matrix, The",Action|Sci-Fi|Thriller,1999
311,311,474,2571,1053020932,alternate universe,4.5,"Matrix, The",Action|Sci-Fi|Thriller,1999
312,312,537,2571,1424141086,philosophy|post apocalyptic,4.0,"Matrix, The",Action|Sci-Fi|Thriller,1999
313,313,424,2700,1457844382,adult humor|controversial|crude humor|free speech|parody|satire|south park|Trey Parker,5.0,"South Park: Bigger, Longer and Uncut",Animation|Comedy|Musical,1999
314,314,424,2959,1457843533,dark comedy|psychology|thought-provoking|twist ending,4.5,Fight Club,Action|Crime|Drama|Thriller,1999
315,315,435,2959,1366676084,dark comedy,5.0,Fight Club,Action|Crime|Drama|Thriller,1999
316,316,474,2959,1100291874,violence,4.0,Fight Club,Action|Crime|Drama|Thriller,1999
317,317,599,2959,1498456882,action|atmospheric|based on a book|Brad Pitt|challenging|Chuck Palahniuk|classic|clever|complicated|consumerism|crime|dark|dark comedy|David Fincher|disturbing|double life|Edward Norton|fighting|great acting|helena bonham carter|imaginary friend|imdb top 250|mental illness|mind-blowing|mindfuck|narrated|Nudity (Topless)|Palahnuik|philosophical|philosophy|postmodern|powerful ending|psychological|psychological thriller|psychology|quirky|satirical|schizophrenia|social commentary|societal criticism|stylized|surreal|TERRORISM|thought-provoking|twist|twist ending|violence|violent,5.0,Fight Club,Action|Crime|Drama|Thriller,1999
318,318,424,3176,1457845011,based on a book|creepy|disturbing|Jude Law|murder|obsession|psychology|secrets|serial killer|suspense,5.0,"Talented Mr. Ripley, The",Drama|Mystery|Thriller,1999
319,319,474,3176,1100119694,Europe|murder,5.0,"Talented Mr. Ripley, The",Drama|Mystery|Thriller,1999
320,320,424,3186,1457845982,asylum|based on a true story|Brittany Murphy|Mental Hospital|psychology|winona ryder,3.5,"Girl, Interrupted",Drama,1999
321,321,424,3499,1457846270,claustrophobic|horror|scary|stephen king|suspenseful|tense|thriller,3.5,Misery,Drama|Horror|Thriller,1990
322,322,424,3911,1457844164,satire,3.5,Best in Show,Comedy,2000
323,323,474,3911,1100119911,Dogs,4.5,Best in Show,Comedy,2000
324,324,424,3948,1457846475,comedy|Robert De Niro,4.5,Meet the Parents,Comedy,2000
325,325,424,4262,1457900953,Al Pacino,3.5,Scarface,Action|Crime|Drama,1983
326,326,424,4816,1457846937,ben stiller|comedy|David Bowie|goofy|mindless one liners|Will Ferrell,3.0,Zoolander,Comedy,2001
327,327,424,6188,1457846063,comedy|Will Ferrell,4.5,Old School,Comedy,2003
328,328,424,6290,1457902361,Rob Zombie,4.5,House of 1000 Corpses,Horror,2003
329,329,424,8950,1457842871,Christian Bale|creepy|powerful ending|psychology|schizophrenia|twist ending,4.5,The Machinist,Drama|Mystery|Thriller,2004
330,330,474,8950,1118407928,psychology,4.0,The Machinist,Drama|Mystery|Thriller,2004
331,331,424,27020,1457901562,drugs|lesbian,3.5,Gia,Drama|Romance,1998
332,332,424,30825,1457846561,Ben Stiller|Robert De Niro,3.5,Meet the Fockers,Comedy,2004
333,333,424,34323,1457902348,Rob Zombie,4.5,"Devil's Rejects, The",Action|Crime|Horror,2005
334,334,424,40278,1457846430,Jake Gyllenhaal|Modern war,4.0,Jarhead,Action|Drama|War,2005
335,335,424,53127,1457923219,based on a play|conspiracy theory|creepy|Insanity|paranoia|PTSD,3.5,Bug,Drama|Horror|Thriller,2007
336,336,424,66097,1457844454,claymation|creepy|dark|dark fairy tale|Surreal|Tim Burton,4.5,Coraline,Animation|Fantasy|Thriller,2009
337,337,424,68157,1457844571,black comedy|Brad Pitt|Christoph Waltz|Quentin Tarantino|satire,4.5,Inglourious Basterds,Action|Drama|War,2009
338,338,424,74458,1457843075,insanity|Leonardo DiCaprio|Martin Scorsese|plot twist|psychological|Psychological Thriller|thought-provoking,5.0,Shutter Island,Drama|Mystery|Thriller,2010
339,339,424,79132,1457844887,action|alternate reality|Leonardo DiCaprio|sci-fi|thought-provoking|visually appealing,2.5,Inception,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,2010
340,340,477,79132,1280608200,dreamlike|surreal|visually appealing,4.5,Inception,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,2010
341,341,537,79132,1424140067,big budget|clever|complicated|dead wife|great soundtrack|heist|intellectual|mindfuck|philosophy|psychological|psychology|suspense|thought-provoking,5.0,Inception,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,2010
342,342,567,79132,1525287376,cerebral|dreamlike|philosophy|thought-provoking,3.0,Inception,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,2010
343,343,424,81591,1457845648,alter ego|atmospheric|creepy|horror|obsession|surreal,3.5,Black Swan,Drama|Thriller,2010
344,344,424,102903,1457845605,illusions|overcomplicated|predictable|stupid ending,1.5,Now You See Me,Crime|Mystery|Thriller,2013
345,345,424,104879,1457846344,absorbing|acting|atmospheric|Hugh Jackman|Jake Gyllenhaal|morality|mystery|thriller,5.0,Prisoners,Drama|Mystery|Thriller,2013
346,346,424,106100,1457845909,Jared Leto|social commentary|uplifting,4.0,Dallas Buyers Club,Drama,2013
347,347,424,112515,1457843209,atmospheric|dark|Metaphorical|psychological,4.5,"Babadook, The",Drama|Horror|Thriller,2014
348,348,424,112556,1457845179,annoying|Stupid ending,1.0,Gone Girl,Drama|Thriller,2014
349,349,435,58559,1366676030,psychology|superhero,5.0,"Dark Knight, The",Action|Crime|Drama|IMAX,2008
350,350,567,58559,1525285588,dark|gritty,4.0,"Dark Knight, The",Action|Crime|Drama|IMAX,2008
351,351,439,5952,1436944011,Myth,4.0,"Lord of the Rings: The Two Towers, The",Adventure|Fantasy,2002
352,352,474,5952,1046809381,Tolkein,5.0,"Lord of the Rings: The Two Towers, The",Adventure|Fantasy,2002
353,353,439,98809,1436944067,Action|Myth,3.5,"Hobbit: An Unexpected Journey, The",Adventure|Fantasy|IMAX,2012
354,354,462,152711,1455645862,Cambodia|crime|human rights|murder|procedural,5.0,Who Killed Chea Vichea?,Documentary,2010
355,355,474,5,1053021982,pregnancy|remake,1.5,Father of the Bride Part II,Comedy,1995
356,356,474,7,978576381,remake,3.0,Sabrina,Comedy|Romance,1995
357,357,474,11,1053021437,politics|president,2.5,"American President, The",Comedy|Drama|Romance,1995
358,358,474,14,1120827247,politics|president,3.0,Nixon,Drama,1995
359,359,474,16,1088426731,Mafia,4.0,Casino,Crime|Drama,1995
360,360,474,17,974668666,Jane Austen,5.0,Sense and Sensibility,Drama|Romance,1995
361,361,474,21,1119232784,Hollywood,4.0,Get Shorty,Comedy|Crime|Thriller,1995
362,362,474,22,1046896006,serial killer,3.0,Copycat,Crime|Drama|Horror|Mystery|Thriller,1995
363,363,474,25,1127143175,alcoholism,3.5,Leaving Las Vegas,Drama|Romance,1995
364,364,474,26,1136942664,Shakespeare,3.5,Othello,Drama,1995
365,365,474,28,1165540007,In Netflix queue|Jane Austen,4.5,Persuasion,Drama|Romance,1995
366,366,474,29,1053021379,kidnapping,3.5,"City of Lost Children, The",Adventure|Drama|Fantasy|Mystery|Sci-Fi,1995
367,367,474,31,1060105936,high school|teacher,3.0,Dangerous Minds,Drama,1995
368,368,474,34,1081177349,Animal movie|pigs,4.5,Babe,Children|Drama,1995
369,369,477,34,1200939719,villain nonexistent or not needed for good story,4.0,Babe,Children|Drama,1995
370,370,474,36,979180034,death penalty|Nun,5.0,Dead Man Walking,Crime|Drama,1995
371,371,474,38,1089387538,twins,1.0,It Takes Two,Children|Comedy,1995
372,372,474,41,1089386983,Shakespeare,3.5,Richard III,Drama|War,1995
373,373,474,43,1081177921,England,3.5,Restoration,Drama,1995
374,374,474,45,1014924369,Journalism,4.0,To Die For,Comedy|Drama|Thriller,1995
375,375,474,46,1081178156,wedding,3.0,How to Make an American Quilt,Drama|Romance,1995
376,376,474,52,1004131663,adoption|prostitution,4.0,Mighty Aphrodite,Comedy|Drama|Romance,1995
377,377,474,58,1126533613,writing,3.5,"Postman, The",Comedy|Drama|Romance,1994
378,378,474,62,1053021366,music,2.5,Mr. Holland's Opus,Drama,1995
379,379,474,92,1087832141,Jekyll and Hyde,3.5,Mary Reilly,Drama|Horror|Thriller,1996
380,380,474,96,1053020997,theater,3.5,In the Bleak Midwinter,Comedy|Drama,1995
381,381,474,101,1081862489,crime,3.5,Bottle Rocket,Adventure|Comedy|Crime|Romance,1996
382,382,567,101,1525287210,off-beat comedy|quirky,3.0,Bottle Rocket,Adventure|Comedy|Crime|Romance,1996
383,383,474,107,1046886514,muppets,3.0,Muppet Treasure Island,Adventure|Children|Comedy|Musical,1996
384,384,474,111,994819405,assassination,4.0,Taxi Driver,Crime|Drama|Thriller,1976
385,385,474,116,1053021622,Holocaust,3.5,Anne Frank Remembered,Documentary,1995
386,386,474,122,974669063,dating,1.0,Boomerang,Comedy|Romance,1992
387,387,474,140,1053021739,journalism,2.5,Up Close and Personal,Drama|Romance,1996
388,388,474,150,1100119714,moon|NASA|space,4.5,Apollo 13,Adventure|Drama|IMAX,1995
389,389,474,153,1046881303,superhero,3.0,Batman Forever,Action|Adventure|Comedy|Crime,1995
390,390,474,160,1047055195,Michael Crichton,1.0,Congo,Action|Adventure|Mystery|Sci-Fi,1995
391,391,474,161,1053020992,submarine,3.5,Crimson Tide,Drama|Thriller|War,1995
392,392,474,162,1150143102,In Netflix queue,3.5,Crumb,Documentary,1994
393,393,474,185,1069686436,computers,3.0,"Net, The",Action|Crime|Thriller,1995
394,394,474,199,1107193580,Made me cry,4.5,"Umbrellas of Cherbourg, The",Drama|Musical|Romance,1964
395,395,474,215,1087158195,generation X,3.5,Before Sunrise,Drama|Romance,1995
396,396,474,216,1072654034,school,1.0,Billy Madison,Comedy,1995
397,397,477,216,1200946408,Adam Sandler|stop looking at me swan,4.0,Billy Madison,Comedy,1995
398,398,474,222,974669033,Ireland,4.0,Circle of Friends,Drama|Romance,1995
399,399,474,224,1100292192,mental illness|psychology,3.5,Don Juan DeMarco,Comedy|Drama|Romance,1995
400,400,474,230,1100292191,Stephen King,3.5,Dolores Claiborne,Drama|Thriller,1995
401,401,474,232,1181348325,In Netflix queue,4.0,Eat Drink Man Woman,Comedy|Drama|Romance,1994
402,402,474,235,1083589261,movie business,4.0,Ed Wood,Comedy|Drama,1994
403,403,474,237,1053021443,basketball|France|infertility,3.5,Forget Paris,Comedy|Romance,1995
404,404,474,246,1079359162,basketball,4.0,Hoop Dreams,Documentary,1994
405,405,474,247,1054557462,Australia,4.0,Heavenly Creatures,Crime|Drama,1994
406,406,474,249,974669033,Beethoven,4.0,Immortal Beloved,Drama|Romance,1994
407,407,474,252,1046887638,Einstein,2.0,I.Q.,Comedy|Romance,1994
408,408,474,257,1047043563,court,3.0,Just Cause,Mystery|Thriller,1995
409,409,474,261,979180620,Louisa May Alcott,4.0,Little Women,Drama,1994
410,410,474,262,979180182,England|Girl Power|India,4.0,"Little Princess, A",Children|Drama,1995
411,411,474,272,1104518799,England|mental illness,3.5,"Madness of King George, The",Comedy|Drama,1994
412,412,474,277,975173058,Christmas,2.0,Miracle on 34th Street,Drama,1994
413,413,474,280,1004131763,prison,3.0,Murder in the First,Drama|Thriller,1995
414,414,474,282,1060105525,disability|twins,3.0,Nell,Drama,1994
415,415,474,300,979180247,TV,4.0,Quiz Show,Drama,1994
416,416,474,307,1100119745,Death,4.5,Three Colors: Blue,Drama,1993
417,417,474,308,1054071868,marriage,4.0,Three Colors: White,Comedy|Drama,1994
418,418,567,308,1525287779,cynical,2.5,Three Colors: White,Comedy|Drama,1994
419,419,474,316,1053021158,time travel,3.5,Stargate,Action|Adventure|Sci-Fi,1994
420,420,474,317,1046886834,Christmas,2.0,"Santa Clause, The",Comedy|Drama|Fantasy,1994
421,421,474,318,979179840,prison|Stephen King|wrongful imprisonment,5.0,"Shawshank Redemption, The",Crime|Drama,1994
422,422,477,318,1200939396,Morgan Freeman,5.0,"Shawshank Redemption, The",Crime|Drama,1994
423,423,474,329,1047054391,Enterprise,4.0,Star Trek: Generations,Adventure|Drama|Sci-Fi,1994
424,424,474,337,979180118,mental illness,4.0,What's Eating Gilbert Grape,Drama,1993
425,425,474,338,1060106290,serial killer,3.0,Virtuosity,Action|Sci-Fi|Thriller,1995
426,426,474,339,1089386991,coma,3.5,While You Were Sleeping,Comedy|Romance,1995
427,427,474,342,1087832621,Australia|weddings,3.5,Muriel's Wedding,Comedy,1994
428,428,474,345,1053434098,cross dressing|men in drag|remade,3.5,"Adventures of Priscilla, Queen of the Desert, The",Comedy|Drama,1994
429,429,474,349,974667484,Tom Clancy,3.0,Clear and Present Danger,Action|Crime|Drama|Thriller,1994
430,430,474,350,1047043549,John Grisham,3.0,"Client, The",Drama|Mystery|Thriller,1994
431,431,474,351,1047054878,interracial romance,2.0,"Corrina, Corrina",Comedy|Drama|Romance,1994
432,432,474,356,1100292489,shrimp|Vietnam,3.0,Forrest Gump,Comedy|Drama|Romance|War,1994
433,433,533,356,1424753674,bubba gump shrimp|lieutenant dan|stupid is as stupid does,5.0,Forrest Gump,Comedy|Drama|Romance|War,1994
434,434,567,356,1525287534,bittersweet|emotional|heartwarming|touching,3.0,Forrest Gump,Comedy|Drama|Romance|War,1994
435,435,474,357,1136942702,wedding,3.0,Four Weddings and a Funeral,Comedy|Romance,1994
436,436,474,361,1081178028,gambling,3.5,It Could Happen to You,Comedy|Drama|Romance,1994
437,437,474,371,1046887485,journalism,3.0,"Paper, The",Comedy|Drama,1994
438,438,474,377,974667447,bus,4.0,Speed,Action|Romance|Thriller,1994
439,439,474,380,974667484,spies,4.0,True Lies,Action|Adventure|Comedy|Romance|Thriller,1994
440,440,474,381,1087832502,alcoholism,2.5,When a Man Loves a Woman,Drama|Romance,1994
441,441,474,412,975173511,Edith Wharton,4.0,"Age of Innocence, The",Drama,1993
442,442,474,421,1121262725,horses,3.5,Black Beauty,Adventure|Children|Drama,1994
443,443,474,425,1089386945,mental illness|Oscar (Best Actress),3.5,Blue Sky,Drama|Romance,1994
444,444,474,440,1053021228,President,4.5,Dave,Comedy|Romance,1993
445,445,474,454,1060105268,John Grisham,4.0,"Firm, The",Drama|Thriller,1993
446,446,474,457,974667331,based on a TV show,5.0,"Fugitive, The",Thriller,1993
447,447,474,471,974668858,hula hoop,3.0,"Hudsucker Proxy, The",Comedy,1994
448,448,474,474,1060702760,assassination,3.5,In the Line of Fire,Action|Thriller,1993
449,449,474,475,1123258243,Ireland,4.0,In the Name of the Father,Drama,1993
450,450,474,477,1053021161,biopic,3.5,What's Love Got to Do with It?,Drama|Musical,1993
451,451,474,480,1100119725,Dinosaur,4.5,Jurassic Park,Action|Adventure|Sci-Fi|Thriller,1993
452,452,474,488,1047569232,Japan|sexuality,3.0,M. Butterfly,Drama|Romance,1993
453,453,474,497,974668666,Shakespeare,5.0,Much Ado About Nothing,Comedy|Romance,1993
454,454,474,500,1053021883,cross dressing|divorce|men in drag,2.5,Mrs. Doubtfire,Comedy|Drama,1993
455,455,474,508,1047054679,AIDs,3.0,Philadelphia,Drama,1993
456,456,474,513,1068213691,radio|show business,3.5,Radioland Murders,Comedy|Mystery|Romance,1994
457,457,474,515,975173710,Butler|Housekeeper,5.0,"Remains of the Day, The",Drama|Romance,1993
458,458,474,516,1046887453,military,2.0,Renaissance Man,Comedy|Drama,1994
459,459,474,522,1129579501,Australia|racism|violence,3.5,Romper Stomper,Action|Drama,1992
460,460,474,524,1053021512,football,2.5,Rudy,Drama,1993
461,461,474,527,979179823,Holocaust,5.0,Schindler's List,Drama|War,1993
462,462,537,527,1424142111,based on a true story|biography|disturbing|holocaust,1.0,Schindler's List,Drama|War,1993
463,463,474,529,979180139,chess,4.0,Searching for Bobby Fischer,Drama,1993
464,464,474,534,975173725,C.S. Lewis,5.0,Shadowlands,Drama|Romance,1993
465,465,474,535,1105106592,large cast,4.0,Short Cuts,Drama,1993
466,466,474,538,1053021214,race,3.5,Six Degrees of Separation,Drama,1993
467,467,474,539,1100119744,Empire State Building,4.5,Sleepless in Seattle,Comedy|Drama|Romance,1993
468,468,474,541,1127688948,robots,3.0,Blade Runner,Action|Sci-Fi|Thriller,1982
